300
0,271,91
0,263,91
0,145,6
0,270,51
0,70,61
0,77,42
0,283,87
0,278,90
0,226,4
0,123,35
0,212,40
0,211,17
0,16,32
0,75,78
1,225,56
1,51,87
1,278,23
1,102,73
1,186,13
1,294,66
1,95,20
1,297,89
1,292,19
1,234,4
1,250,89
2,272,35
2,63,49
2,202,60
2,112,63
2,12,15
2,59,44
2,93,71
2,162,74
2,148,88
2,89,79
2,288,67
2,130,39
2,279,14
2,186,65
2,229,64
3,69,93
3,229,83
3,156,84
3,174,25
3,40,42
3,39,86
3,62,79
3,65,62
3,282,45
3,259,89
3,190,84
3,196,67
4,143,65
4,67,38
4,55,5
4,146,33
4,13,2
4,112,38
4,30,66
4,131,41
4,210,37
4,271,74
4,87,32
4,286,64
5,260,74
5,221,5
5,298,48
5,257,72
5,157,45
5,244,97
5,267,89
5,87,77
5,277,89
5,234,45
5,206,3
5,14,8
5,245,27
5,32,52
5,57,35
5,99,68
5,102,42
5,43,61
6,48,48
6,195,5
6,121,1
6,254,53
6,87,99
6,136,78
6,71,92
6,58,61
6,282,53
6,127,52
6,170,78
6,164,2
6,92,58
6,166,50
7,103,69
7,292,8
7,45,46
7,282,60
7,85,53
7,237,38
7,254,91
7,165,96
7,66,64
7,153,65
7,115,1
7,94,87
7,79,70
7,223,58
8,94,19
8,40,88
8,243,65
8,251,30
8,229,88
8,233,93
8,55,40
8,272,16
8,14,20
8,237,23
8,51,94
8,193,24
8,282,22
8,204,26
9,200,15
9,133,36
9,72,18
9,84,23
9,250,68
9,148,34
9,244,2
9,128,13
9,135,4
9,229,37
9,182,36
9,93,75
9,150,7
9,155,2
9,274,13
9,119,46
9,282,93
9,49,23
10,230,1
10,248,26
10,71,10
10,292,20
10,180,8
10,21,30
10,35,2
10,31,34
10,232,81
10,17,35
10,105,70
10,200,9
10,160,82
10,46,75
10,43,32
10,4,66
10,179,77
10,196,91
10,266,12
10,195,13
11,52,14
11,35,55
11,181,48
11,257,44
11,10,13
11,294,26
11,45,23
11,15,28
11,30,33
11,243,66
11,204,2
11,0,80
11,262,82
12,44,75
12,98,89
12,222,99
12,242,32
12,64,24
12,61,28
12,0,81
12,72,12
12,207,57
12,258,93
12,266,23
12,94,29
12,81,6
12,102,63
12,82,21
12,23,22
12,216,38
13,157,19
13,91,16
13,230,86
13,19,48
13,90,74
13,199,42
13,78,62
13,73,26
13,211,81
13,165,92
13,298,18
13,200,64
14,69,94
14,29,44
14,197,80
14,147,5
14,162,79
14,126,32
14,53,42
14,287,55
14,152,68
14,245,91
14,237,31
14,95,30
14,113,60
14,52,54
14,218,55
14,91,61
15,183,19
15,279,94
15,269,73
15,93,44
15,25,16
15,290,61
15,213,51
15,151,38
15,23,91
15,133,90
15,226,43
15,222,37
16,284,81
16,141,21
16,37,21
16,185,33
16,220,49
16,237,30
16,19,86
16,105,77
16,104,81
16,194,11
16,282,16
16,57,90
16,100,20
16,26,98
16,261,23
17,238,11
17,116,12
17,282,29
17,223,48
17,243,20
17,24,7
17,252,86
17,157,32
17,215,15
17,205,70
17,201,30
17,147,76
17,7,49
17,12,30
17,271,57
17,222,42
17,31,3
17,92,73
17,122,57
18,72,19
18,46,42
18,153,75
18,63,17
18,175,48
18,41,13
18,188,92
18,238,18
18,248,2
18,152,24
18,222,30
18,241,54
18,209,52
18,40,62
18,243,28
19,111,54
19,53,86
19,110,47
19,130,56
19,170,8
19,226,64
19,191,26
19,108,75
19,156,82
19,39,72
19,60,63
19,190,35
19,50,94
19,99,12
19,38,23
19,269,92
20,258,34
20,85,58
20,269,34
20,171,64
20,234,91
20,285,63
20,147,5
20,157,30
20,226,40
20,242,48
20,277,63
20,274,55
20,131,99
21,183,28
21,258,98
21,2,5
21,77,62
21,131,96
21,222,15
21,173,70
21,20,3
21,241,25
21,171,62
21,133,32
21,246,45
22,119,16
22,298,82
22,35,87
22,80,64
22,296,3
22,261,28
22,90,87
22,169,9
22,291,21
22,71,21
22,152,66
23,98,2
23,116,10
23,96,64
23,135,86
23,47,12
23,214,44
23,244,27
23,221,98
23,111,92
23,141,98
23,219,51
23,6,23
23,286,73
24,65,75
24,83,35
24,264,45
24,237,95
24,278,13
24,59,8
24,97,95
24,78,68
24,250,45
24,176,62
24,175,1
24,140,4
24,126,57
24,34,90
25,30,44
25,232,67
25,184,49
25,56,56
25,111,47
25,263,69
25,264,64
25,224,42
25,280,10
25,229,94
25,23,25
25,58,5
26,176,21
26,52,13
26,218,40
26,34,41
26,105,49
26,289,67
26,188,85
26,221,19
26,234,83
26,73,10
26,54,45
26,46,86
26,41,73
26,42,58
27,119,2
27,140,88
27,250,4
27,205,3
27,148,47
27,174,40
27,13,53
27,249,31
27,52,42
27,78,36
27,54,45
27,287,11
27,145,22
27,175,36
27,268,98
27,220,16
27,88,90
27,255,34
27,266,56
28,297,34
28,207,1
28,181,55
28,287,30
28,192,46
28,170,42
28,1,42
28,91,62
28,95,57
28,200,10
28,178,27
28,285,43
28,225,16
28,34,61
28,122,86
28,228,60
28,9,24
28,79,33
29,265,30
29,146,12
29,154,84
29,80,61
29,189,63
29,149,67
29,85,48
29,95,90
29,160,78
29,246,97
29,96,25
29,125,73
29,137,69
29,185,22
30,68,2
30,172,25
30,79,97
30,143,96
30,153,87
30,232,76
30,225,14
30,96,28
30,33,17
30,158,18
30,223,29
30,42,91
30,78,30
30,262,82
30,206,40
30,201,87
30,151,72
31,248,58
31,134,33
31,5,44
31,81,99
31,148,82
31,220,16
31,33,3
31,99,72
31,128,89
31,77,89
31,125,29
31,201,12
31,156,67
31,186,20
31,63,44
31,179,29
31,51,56
31,107,33
32,42,59
32,137,64
32,35,4
32,240,16
32,251,1
32,136,11
32,287,3
32,71,30
32,218,38
32,235,8
33,123,66
33,195,12
33,165,14
33,117,94
33,80,18
33,161,22
33,206,55
33,225,71
33,48,58
33,247,9
33,184,22
33,69,90
33,189,79
33,136,35
33,237,72
33,217,25
33,226,94
34,119,81
34,7,82
34,296,75
34,90,85
34,146,65
34,295,12
34,118,94
34,161,24
34,208,87
34,249,60
34,290,40
34,94,38
34,38,91
34,261,3
34,220,87
34,132,72
34,109,49
35,193,96
35,61,25
35,188,32
35,124,1
35,234,2
35,168,50
35,150,18
35,226,72
35,235,69
35,296,90
35,51,98
35,190,72
35,91,61
35,38,74
35,202,11
35,239,85
35,180,26
35,33,74
35,205,11
36,238,91
36,297,96
36,202,55
36,196,20
36,157,45
36,87,54
36,245,40
36,88,91
36,107,75
36,105,3
36,232,60
37,114,88
37,155,3
37,132,32
37,116,23
37,263,53
37,58,50
37,151,14
37,265,22
37,157,13
37,113,36
37,245,29
37,252,42
37,171,77
37,40,72
38,270,36
38,132,8
38,48,35
38,256,25
38,128,5
38,182,95
38,147,20
38,138,87
38,85,26
38,60,53
39,205,46
39,183,8
39,160,13
39,148,43
39,53,27
39,261,56
39,276,96
39,237,94
39,118,35
39,16,51
39,194,23
40,237,42
40,296,81
40,211,66
40,17,35
40,44,67
40,111,69
40,158,77
40,61,48
40,135,72
40,9,5
40,233,97
40,23,42
41,191,82
41,232,39
41,197,17
41,75,41
41,36,58
41,109,38
41,111,36
41,272,5
41,117,47
41,58,25
41,112,48
41,286,38
41,103,32
42,207,56
42,136,70
42,65,82
42,47,55
42,60,66
42,239,94
42,285,92
42,167,56
42,31,42
42,186,36
42,234,21
42,265,29
42,20,80
42,182,61
42,278,44
43,7,43
43,36,44
43,136,7
43,226,46
43,128,75
43,146,83
43,148,60
44,261,96
44,197,58
44,296,89
44,262,19
44,291,89
44,187,94
44,282,6
44,60,65
44,251,64
44,186,10
44,43,26
44,223,69
44,110,95
44,208,24
44,230,73
44,118,9
45,219,71
45,131,61
45,81,46
45,236,45
45,36,86
45,190,37
45,166,23
45,266,48
45,248,18
45,52,89
45,137,40
45,31,11
45,89,21
45,53,67
45,123,70
45,44,86
46,107,84
46,253,84
46,222,42
46,296,9
46,169,49
46,201,16
46,62,80
46,77,53
